,City,Colors Reported,Shape Reported,State,Time
455,Hopkinsville,Red,CIGAR,KY,9/20/1957 0:00
456,Nelchina,Red,LIGHT,AK,10/1/1957 16:00
457,Martelle,Red,CIGAR,IA,10/1/1957 20:30
458,Paterson,Red,DISK,NJ,10/1/1957 21:00
459,Northeast Cape AFS,Red,LIGHT,AK,10/1/1957 22:00
460,St. Paul,Red,LIGHT,MN,10/5/1957 19:00
461,England,Red,DISK,AR,10/15/1957 1:45
462,New York City,Red,LIGHT,NY,10/15/1957 2:00
463,Houston,Red,LIGHT,TX,10/15/1957 20:30
464,Commerce City,Red,FIREBALL,CO,10/15/1957 22:00
465,Teaneck,Red,CYLINDER,NJ,11/10/1957 17:00
466,Corpus Christi,Red,LIGHT,TX,11/10/1957 19:00
467,St Lawrence Island,Red,OTHER,AK,11/10/1957 20:00
468,Madison,Red,CIGAR,WI,12/28/1957 0:00
469,Madison,Red,CIGAR,WI,12/28/1957 0:00
470,Pep,Red,FIREBALL,TX,1/1/1958 22:00
471,Howell,Red,CIGAR,MI,2/15/1958 2:30
472,Winooski,Red,OVAL,VT,4/17/1958 21:30
473,Winooski,Red,OVAL,VT,4/17/1958 21:30
474,Palmer Park,Red,SPHERE,MD,5/5/1958 20:00
475,North Hollywood,Red,CIRCLE,CA,5/7/1958 10:00
476,Cincinnati,Red,DIAMOND,OH,5/16/1958 0:00
477,North Hollywood,Red,SPHERE,CA,5/20/1958 0:00
478,Middlesex,Red,CIRCLE,NC,6/1/1958 2:00
479,San Francisco,Red,OVAL,CA,6/1/1958 19:00
480,New York City,Red,OVAL,NY,6/1/1958 21:00
481,Timpson,Red,LIGHT,TX,6/1/1958 22:00
482,Grand Island,Red,CIRCLE,NE,6/1/1958 22:30
483,Cincinnati,Red,DIAMOND,OH,6/6/1958 9:30
484,Baldwin Park,Red,CIGAR,CA,6/10/1958 12:00
485,Florala ?,Red,DISK,AL,6/15/1958 0:00
486,Mountain View,Red,OTHER,MO,6/15/1958 0:00
487,Coffeyville,Red,CIGAR,KS,6/15/1958 15:00
488,Yonkers,Red,LIGHT,NY,6/15/1958 15:00
489,Menlo Park,Red,LIGHT,CA,6/15/1958 19:15
490,Houston,Red,DISK,TX,6/15/1958 20:00
491,Oklahoma,Red,LIGHT,OK,6/15/1958 22:00
492,Pawnee,Red,LIGHT,OK,6/15/1958 23:00
493,Pawnee,Red,LIGHT,OK,6/15/1958 23:00
494,Silverdale,Red,CYLINDER,WA,6/30/1958 12:00
495,Conyers,Red,TEARDROP,GA,6/30/1958 13:00
496,Camden,Red,DISK,ME,6/30/1958 16:00
497,Fort Worth,Red,DISK,TX,6/30/1958 20:00
498,Durham,Red,LIGHT,KS,6/30/1958 21:30
499,Thibodaux,Red,FIREBALL,LA,6/30/1958 23:00
500,Osmond,Red,LIGHT,NE,7/1/1958 4:48
501,Muncie,Red,LIGHT,IN,7/1/1958 21:00
502,Cheektowaga,Red,TEARDROP,NY,7/10/1958 9:00
503,Woodland Hills,Red,LIGHT,FL,7/10/1958 17:00
504,no data,Red,DISK,UT,7/11/1958 23:00
505,Novato,Red,DISK,CA,7/15/1958 17:30
506,Rock Springs,Red,DISK,WY,7/20/1958 21:30
507,Randallstown,Red,TRIANGLE,MD,7/30/1958 22:00
508,Derby,Red,DISK,CT,8/1/1958 19:00
509,Scarborough,Red,DISK,ME,8/8/1958 15:00
510,Bellevue,Red,LIGHT,WA,8/10/1958 21:30
511,Monroe,Red,OVAL,GA,8/15/1958 14:00
512,Fargo,Red,DISK,ND,9/1/1958 20:00
513,Perry,RED,TRIANGLE,IA,9/1/1958 21:00
514,Arthur,Red,LIGHT,ND,9/7/1958 19:00
515,Ashland,Red,CIRCLE,KY,9/14/1958 19:30
516,Davis Jct.,Red,FIREBALL,IL,9/20/1958 22:20
517,Phelps County,Red,DISK,NE,9/25/1958 19:00
518,St. Paul,Red,OTHER,MN,10/20/1958 21:00
519,Terrebonne,Red,LIGHT,OR,10/25/1958 20:00
520,Riverside,Red,LIGHT,IL,10/30/1958 1:00
521,Greenville,Red,DISK,RI,11/15/1958 22:30
522,Milwaukee,Red,DISK,WI,11/25/1958 23:00
523,South San Francisco,Red,DISK,CA,1/10/1959 18:30
524,New York City,Red,LIGHT,NY,3/1/1959 23:00
525,Miami,Red,SPHERE,FL,4/1/1959 1:00
526,Mendham,Red,DISK,NJ,4/15/1959 21:00
527,Baden,Red,CYLINDER,PA,4/26/1959 19:00
528,Columbus,Red,LIGHT,OH,5/1/1959 18:30
529,El Sobrante,YELLOW,CIRCLE,CA,5/5/1959 9:00
530,Evanston,Red,LIGHT,IL,5/15/1959 4:00
531,Cincinnati,Red,DISK,OH,5/30/1959 17:00
532,Wabash River,Red,CIRCLE,IN,6/1/1959 8:00
533,Nashville,Red,LIGHT,TX,6/1/1959 12:00
534,Orange,Red,CYLINDER,CT,6/1/1959 12:00
535,Sidney,Red,LIGHT,OH,6/1/1959 18:30
536,Nelson,Red,CIGAR,NE,6/1/1959 22:00
537,Arvada,Red,CIRCLE,CO,6/5/1959 13:00
538,Monroe,Red,LIGHT,MI,6/10/1959 13:00
539,Missoula,Red,LIGHT,MT,6/15/1959 1:00
540,Minneapolis,Red,OTHER,MN,6/15/1959 8:30
541,Campbell,Red,DISK,CA,6/15/1959 10:00
542,Buffalo,Red,LIGHT,WV,6/15/1959 23:00
543,Minneapolis,Red,FORMATION,MN,6/23/1959 22:00
544,Globe,Red,RECTANGLE,AZ,6/28/1959 13:00
545,Campbellsport,Red,CIRCLE,WI,6/30/1959 14:00
546,New York City,Red,OVAL,NY,6/30/1959 20:00
547,Phoenix,Red,DISK,AZ,6/30/1959 21:00
548,Strathmore,Red,DISK,CA,7/1/1959 1:00
549,Castle Rock,Red,CIGAR,WA,7/1/1959 20:00
550,Gardner Lake,Red,OVAL,ME,7/4/1959 20:00
551,Long Beach,Red,LIGHT,CA,7/7/1959 23:00
552,Nort Sutton,Red,LIGHT,NH,7/15/1959 12:00
553,New Albany,Red,CIGAR,IN,7/15/1959 23:00
554,Worcester,Red,OTHER,MA,7/16/1959 18:00
555,Salem,Red,DISK,OH,7/19/1959 1:00
556,Fort Lauderdale,Red,LIGHT,FL,7/20/1959 21:30
557,Allendale,Red,LIGHT,KY,7/22/1959 14:30
558,Golden,Red,DISK,TX,8/1/1959 18:00
559,Reseda,Red,DISK,CA,8/10/1959 1:30
560,Troy,Red,LIGHT,NY,8/13/1959 21:00
561,Jewett,Red,LIGHT,NY,8/13/1959 22:30
562,Roswell,Red,LIGHT,NM,8/15/1959 15:00
563,Mohave,Red,LIGHT,CA,8/15/1959 21:00
564,Lake Bonita,Red,FIREBALL,NM,8/20/1959 3:00
565,Fallon,Red,OVAL,NV,9/15/1959 0:00
566,Goldfield,Red,LIGHT,NV,9/15/1959 1:00
567,Dayton,Red,DISK,OH,9/15/1959 11:30
568,New York City,Red,OTHER,NY,10/1/1959 16:00
569,Jacksonville,Red,LIGHT,IL,10/1/1959 19:00
570,Duluth,Red,LIGHT,WI,10/1/1959 20:45
571,Duluth,Red,LIGHT,WI,10/5/1959 18:30
572,Rock Hill,Red,TRIANGLE,SC,10/5/1959 19:00
573,Marysville,Red,OTHER,WA,10/15/1959 0:00
574,Four States,RED,SPHERE,WV,10/16/1959 22:30
575,Starke,Red,SPHERE,FL,11/11/1959 20:00
576,Lafayette,Red,CIRCLE,IN,11/15/1959 1:30
577,Los Angeles,Red,DISK,CA,12/20/1959 18:30
578,Tehachapi,Red,FIREBALL,CA,12/30/1959 18:35
579,Del Mar,Red,LIGHT,CA,12/30/1959 23:00
580,Bristol,Red,DISK,VA,1/15/1960 22:00
581,St. Paul,Red,CIGAR,MN,2/1/1960 22:15
582,Hartwell,Red,CIGAR,GA,2/1/1960 23:00
583,Winston-Salem,Red,CIGAR,NC,2/18/1960 21:00
584,Houston,Red,TRIANGLE,TX,3/12/1960 23:00
585,Houston,Red,OTHER,TX,4/1/1960 21:00
586,Tucson,Red,LIGHT,AZ,5/1/1960 20:00
587,Schenectady,Red,LIGHT,NY,5/15/1960 0:00
588,Terre Haute,Red,OTHER,IN,5/15/1960 18:00
589,Great Bend,Red,OTHER,KS,6/1/1960 0:00
590,Salt Lake City,Red,DISK,UT,6/1/1960 0:00
591,Seattle,GREEN,OVAL,WA,6/1/1960 0:00
592,Yakima,Red,OTHER,WA,6/1/1960 2:30
593,Palmdale,Red,DISK,CA,6/1/1960 12:00
594,Sacramento,Red,CIGAR,CA,6/1/1960 12:00
595,Chadd's Ford,Red,CYLINDER,PA,6/1/1960 13:00
596,New Jersey,Red,CIGAR,NJ,6/1/1960 13:00
597,Watervliet,Red,DISK,MI,6/1/1960 18:00
598,Vassalboro,Red,OVAL,ME,6/1/1960 20:00
599,Silverfdale,Red,VARIOUS,WA,6/1/1960 22:00
600,Santa Ana,Red,DISK,CA,6/3/1960 18:00
601,Cape Canaveral,Red,FIREBALL,FL,6/6/1960 12:00
602,Philadelphia,Red,SPHERE,PA,6/10/1960 18:00
603,Barstow-Baker,Red,DISK,CA,6/11/1960 2:00
604,Great Falls,Red,FORMATION,MT,6/12/1960 14:30
605,Quincy,Red,DISK,CA,6/13/1960 2:00
606,Baltimore,Red,OTHER,MD,6/15/1960 21:00
607,Kansas City,Red,DISK,KS,6/15/1960 21:45
608,Chicago,Red,OVAL,IL,6/18/1960 23:00
609,East Bernstadt,Red,DISK,KY,6/21/1960 14:00
610,Albertson,Red,LIGHT,NY,6/30/1960 0:00
611,Litchfield,Red,OTHER,PA,6/30/1960 12:00
612,Portland,Red,DISK,OR,6/30/1960 20:30
613,City,Red,DISK,NV,7/1/1960 12:00
614,Stevens,Red,OTHER,MN,7/1/1960 12:00
615,Portland,Red,LIGHT,OR,7/1/1960 20:00
616,New Berlin,Red,CIRCLE,WI,7/4/1960 21:30
617,Springdale,Red,FORMATION,AR,7/7/1960 22:00
618,La Verne,ORANGE YELLOW,CIRCLE,CA,7/15/1960 1:00
619,Pacific Coast Highway,Red,LIGHT,CA,7/15/1960 10:00
620,Goldsboro,Red,SPHERE,NC,7/15/1960 16:00
621,Amarillo,Red,DIAMOND,TX,7/15/1960 21:00
622,Upland,Red,CIRCLE,CA,7/30/1960 21:00
623,Allentown,Red,CYLINDER,PA,8/1/1960 12:00
624,Taftville,Red,DISK,CT,8/1/1960 15:00
625,Boston,Red,DISK,MA,8/1/1960 18:00
626,Carteret,Red,CIGAR,NJ,8/1/1960 18:00
627,Crystal,Red,CIRCLE,WI,8/1/1960 23:00
628,Cherokee,Red,FIREBALL,NC,8/2/1960 23:00
629,Belmont,Red,CIRCLE,NY,8/10/1960 1:00
630,Watchung,RED,CIGAR,NJ,8/10/1960 18:00
631,Cottonwood,Red,LIGHT,WA,8/13/1960 19:00
632,Saugus,Red,CIRCLE,MA,8/15/1960 15:00
633,Framingham,Red,OVAL,MA,8/15/1960 16:00
634,Long Beach,Red,OTHER,CA,8/17/1960 21:10
635,Pittsburgh,Red,SPHERE,PA,8/20/1960 21:30
636,Dickinson,Red,CIRCLE,ND,8/28/1960 21:00
637,Buffalo,Red,OVAL,NY,9/5/1960 21:00
638,Wichita,Red,OVAL,KS,9/10/1960 10:00
639,Kingsport,ORANGE,CIRCLE,TN,9/15/1960 19:00
640,Seattle,Red,DISK,WA,9/15/1960 20:30
641,Susanville,Red,LIGHT,CA,9/15/1960 21:00
642,Kaneohe,Red,LIGHT,HI,10/10/1960 20:00
643,Burnsville,Red,LIGHT,MN,10/18/1960 0:00
644,Westbury,Red,DISK,NY,11/2/1960 18:00
645,Sumner,Red,SPHERE,WA,11/11/1960 2:00
646,Kansas City,Red,LIGHT,KS,11/15/1960 22:00
647,Santa Clara,Red,CIRCLE,CA,1/1/1961 12:00
648,Kendallville,Red,CIRCLE,IN,1/1/1961 13:00
649,Lancaster,Red,DISK,CA,2/2/1961 1:00
650,Panhandle,Red,DIAMOND,TX,2/22/1961 20:00
651,McGuire AFB,RED GREEN,SPHERE,NJ,3/12/1961 21:00
652,New York City,Red,CROSS,NY,3/29/1961 0:00
653,Shenandoah,Red,LIGHT,PA,4/1/1961 20:00
654,Altus,Red,CIRCLE,OK,4/15/1961 21:00
655,Auburn,Red,CIGAR,WA,5/1/1961 22:00
656,Parris Island,Red,VARIOUS,SC,5/15/1961 4:00
657,Alpine,Red,DISK,UT,6/1/1961 0:00
658,no data,Red,TEARDROP,NY,6/1/1961 18:00
659,Opa Locka,Red,OTHER,FL,6/1/1961 18:00
660,Carrollton,Red,LIGHT,TX,6/10/1961 19:30
661,Huntsville,Red,TRIANGLE,AL,6/15/1961 12:00
662,Richardson,GREEN,LIGHT,TX,6/15/1961 15:00
663,Frederick,Red,LIGHT,OK,6/15/1961 20:30
664,Chicago,Red,DISK,IL,6/17/1961 19:00
665,Webster Groves,Red,CIRCLE,MO,6/20/1961 0:00
666,Dallas,Red,DISK,GA,6/22/1961 0:00
667,Greensboro,Red,CIGAR,NC,6/30/1961 8:00
668,Orlando,Red,DISK,FL,6/30/1961 15:00
669,La Mirada,ORANGE,CIGAR,CA,6/30/1961 19:00
670,Rotan,Red,SPHERE,TX,6/30/1961 22:00
671,Lawrenceville,Red,CIRCLE,GA,7/1/1961 21:00
672,West Haven,Red,LIGHT,CT,7/8/1961 21:00
673,Sapulpa,Red,LIGHT,OK,7/15/1961 1:00
674,Gettysburg,Red,CIGAR,PA,7/15/1961 11:00
675,Mount Hope,Red,LIGHT,WV,7/15/1961 23:00
676,Newberg,Red,EGG,OR,7/15/1961 23:30
677,Arlington Heights,Red,DISK,IL,7/16/1961 19:50
678,Mill Valley,Red,DISK,CA,8/1/1961 0:00
679,Glenshaw,Red,DISK,PA,8/5/1961 21:15
680,Pittsburgh,Red,SPHERE,PA,8/5/1961 23:00
681,Palatine,ORANGE,DISK,IL,8/9/1961 20:00
682,New York City,Red,DISK,NY,8/15/1961 19:00
683,Evendale,Red,LIGHT,OH,8/30/1961 0:00
684,Fort Benning,Red,DISK,GA,9/1/1961 18:46
685,Toledo,Red,LIGHT,OH,9/1/1961 20:30
686,Wahoo,Red,EGG,NE,9/15/1961 20:00
687,Toledo,Red,SPHERE,OH,10/1/1961 3:00
688,Tulsa,Red,DISK,OK,10/1/1961 3:30
689,Nashville,Red,DISK,TN,10/1/1961 19:00
690,Graham,Red,TRIANGLE,NC,10/1/1961 22:00
691,Bristol,Red,SPHERE,TN,10/10/1961 19:00
692,Indialantic,Red,OVAL,FL,10/15/1961 18:00
693,Bakersfield,RED,CIRCLE,CA,11/11/1961 23:00
694,Leesville,Red,FLASH,SC,11/26/1961 10:00
695,Bartow,Red,SPHERE,FL,12/17/1961 21:00
696,Forestburg,Red,SPHERE,TX,12/26/1961 20:00
697,Key West,Red,SPHERE,FL,1/1/1962 8:00
698,Fayetteville,Red,CIRCLE,NC,2/19/1962 21:00
699,Snohomish,Red,DIAMOND,WA,3/1/1962 8:00
700,Wendover,Red,DISK,UT,3/3/1962 3:00
701,Clayton,Red,LIGHT,NC,3/8/1962 21:00
702,Camden,Red,SPHERE,OH,3/15/1962 10:00
703,Shenandoah,YELLOW,LIGHT,PA,3/31/1962 21:00
704,Huntingdon,GREEN,LIGHT,GA,4/15/1962 21:00
705,Acoma,Red,CYLINDER,NM,5/15/1962 21:00
706,Toms River,Red,DISK,NJ,5/15/1962 21:00
707,Pittsburg,RED,VARIOUS,OK,5/15/1962 21:30
708,Whitehouse,Red,LIGHT,NJ,5/20/1962 23:00
709,Garland,Red,DISK,TX,5/30/1962 20:00
710,Bartlesville,Red,LIGHT,OK,6/1/1962 0:00
711,Charleston,Red,DISK,SC,6/1/1962 12:00
712,Ellwood City,Red,DISK,PA,6/1/1962 12:00
713,Liberty Homes,Red,SPHERE,SC,6/1/1962 12:00
714,San Francisco,Red,CIRCLE,CA,6/1/1962 19:00
715,Aurora,Red,LIGHT,CO,6/1/1962 20:00
716,Benton,Red,DISK,IL,6/1/1962 21:30
717,Lempster,Red,CIRCLE,NH,6/14/1962 19:45
718,Castle Rock,Red,SPHERE,WA,6/15/1962 0:00
719,Lawrence County,Red,DISK,IL,6/15/1962 19:30
720,Booneville,Red,DISK,NC,6/15/1962 20:00
721,IL,Red,DISK,IL,6/15/1962 21:30
722,Joyce,Red,OTHER,WA,6/16/1962 23:30
723,Ossining,Red,LIGHT,NY,6/25/1962 2:00
724,Orlando,Red,SPHERE,FL,6/30/1962 0:00
725,Granada Hills,Red,SPHERE,CA,6/30/1962 2:00
726,Cadiz,Red,LIGHT,CA,6/30/1962 7:00
727,Royal Oak,Red,DISK,MI,6/30/1962 17:30
728,Bethpage,Red,TRIANGLE,NY,6/30/1962 18:00
729,Bay Area,Red,DISK,CA,6/30/1962 19:00
730,Miami,Red,OVAL,FL,7/1/1962 0:00
731,Chicago,Red,DISK,IL,7/1/1962 22:00
732,Seattle,Red,OTHER,WA,7/1/1962 22:00
733,Spearman,Red,LIGHT,TX,7/4/1962 21:00
734,Lindsay,Red,CYLINDER,OK,7/7/1962 2:00
735,Tannersville,Red,LIGHT,NY,7/10/1962 10:00
736,Avon-by-the-Sea,ORANGE,VARIOUS,NJ,7/15/1962 2:00
737,Chicago,Red,OTHER,IL,7/15/1962 19:00
738,East Windsor,ORANGE,CIRCLE,CT,7/15/1962 21:00
739,Frankfort,Red,OVAL,MI,7/15/1962 21:00
740,Mentor,Red,DISK,OH,7/15/1962 21:00
741,Sunrise Beach,Red,CYLINDER,MO,7/15/1962 23:00
742,Burkesville,Red,DISK,KY,7/20/1962 18:00
743,Springdale,Red,LIGHT,AR,7/20/1962 21:00
744,Rensselaer,Red,OTHER,NY,7/24/1962 12:00
745,Savannah,Red,DISK,GA,8/1/1962 15:00
746,Beaverton,Red,TRIANGLE,OR,8/1/1962 19:30
747,Ship's Bottom,Red,LIGHT,NJ,8/1/1962 23:00
748,Lodi,RED,OTHER,OH,8/8/1962 14:00
749,Wellington,Red,LIGHT,KS,8/10/1962 15:00
750,Denver,Red,DISK,CO,8/15/1962 17:30
751,Nenana,Red,OVAL,AK,8/15/1962 19:00
752,Ann Arbor,Red,DISK,MI,8/15/1962 20:00
753,Haverhill,Red,DISK,MA,8/16/1962 12:00
754,San Juan Island,Red,DISK,WA,9/1/1962 12:00
755,Seattle,Red,CIRCLE,WA,9/1/1962 12:00
756,Hopewell,Red,LIGHT,VA,9/1/1962 15:00
757,St. Louis,Red,SPHERE,MO,9/4/1962 15:30
758,Wisconsin,ORANGE,DISK,WI,9/14/1962 17:30
759,Severn,Red,LIGHT,NC,9/15/1962 14:00
760,Island Beach State Park,Red,DISK,NJ,9/15/1962 18:00
761,Savannah,Red,OVAL,GA,9/29/1962 22:00
762,Ft. Lee,Red,LIGHT,VA,10/15/1962 0:00
763,Chicago,Red,OTHER,IL,10/15/1962 22:30
764,Valparaiso,Red,CIGAR,FL,11/1/1962 18:00
765,Pharr,Red,CHEVRON,TX,11/9/1962 20:30
766,Alameda Naval Air Station,Red,LIGHT,CA,11/15/1962 14:00
767,Runge,Red,SPHERE,TX,11/15/1962 21:00
768,New York City,Red,CIGAR,NY,12/21/1962 23:21
769,Markleville,Red,DISK,CA,1/1/1963 10:00
770,Helena,Red,DIAMOND,MT,1/1/1963 22:00
771,Holyoke,Red,DISK,MA,1/20/1963 22:00
772,Cape May Court House,Red,LIGHT,NJ,2/21/1963 21:30
773,Husten,Red,LIGHT,TX,2/23/1963 11:30
774,Normandy Park,Red,CYLINDER,WA,3/15/1963 13:00
775,Great Lakes,Red,DISK,IL,3/15/1963 17:30
776,Tucson,Red,TRIANGLE,AZ,4/1/1963 7:00
777,Vero Beach,Red,DISK,FL,4/7/1963 20:00
778,Russellton,Red,SPHERE,PA,4/10/1963 0:00
779,Lompoc,Red,DISK,CA,4/15/1963 19:30
780,Alexandria,RED,LIGHT,VA,4/20/1963 17:00
781,Lynn,Red,DISK,MA,5/7/1963 3:00
782,New York City,Red,OTHER,NY,5/15/1963 7:00
783,Towson,Red,OVAL,MD,5/15/1963 14:00
784,Tishimingo,Red,VARIOUS,OK,5/15/1963 22:00
785,Emporia,Red,RECTANGLE,KS,5/30/1963 17:30
786,Cocoa,Red,LIGHT,FL,6/1/1963 0:00
787,Houston,Red,LIGHT,TX,6/1/1963 0:00
788,San Francisco,Red,DISK,CA,6/1/1963 0:00
789,St. Louis County,Red,CIGAR,MO,6/1/1963 2:00
790,Williamsport,RED,OTHER,MD,6/1/1963 8:00
791,Gonzales,Red,CIGAR,TX,6/1/1963 8:30
792,Albemarle,Red,DISK,NC,6/1/1963 11:00
793,Houston,Red,CIGAR,TX,6/1/1963 12:00
794,Kirksey,Red,TRIANGLE,KY,6/1/1963 13:00
795,Waukegan,Red,FORMATION,IL,6/1/1963 16:00
796,Royal Oak,RED,TRIANGLE,MI,6/1/1963 18:00
797,Laguna Beach,Red,LIGHT,CA,6/1/1963 20:00
798,Rodeo,Red,SPHERE,CA,6/1/1963 21:00
799,Big Kandiyohi Lake,Red,LIGHT,MN,6/1/1963 22:00
800,Colorado Springs,Red,DISK,CO,6/1/1963 23:00
801,Fort Collins,Red,CIGAR,CO,6/10/1963 3:00
802,Menasha,Red,CIRCLE,WI,6/11/1963 11:00
803,Hollywood,Red,DISK,FL,6/15/1963 1:00
804,Milford,Red,OTHER,CT,6/15/1963 3:00
805,Washougal,Red,LIGHT,WA,6/15/1963 3:33
806,North St. Paul,Red,DISK,MN,6/15/1963 11:30
807,Jonesboro,Red,CIGAR,AR,6/15/1963 18:00
808,Sacramento,Red,CYLINDER,CA,6/15/1963 18:15
809,Newaygo,Red,SPHERE,MI,6/15/1963 19:00
810,Trion,Red,CIRCLE,GA,6/15/1963 21:00
811,Newburgh,Red,OTHER,NY,6/15/1963 22:00
812,Mansfield,Red,LIGHT,CT,6/27/1963 19:00
813,Johnstown,Red,RECTANGLE,PA,6/30/1963 0:00
814,Zebulon,Red,OTHER,NC,6/30/1963 0:00
815,Newark,Red,DISK,TX,6/30/1963 6:00
816,Salt Lake City,Red,DISK,UT,6/30/1963 13:00
817,Anaheim,Red,DISK,CA,6/30/1963 14:00
818,New York City,Red,OVAL,NY,7/1/1963 16:00
819,Jonesboro,Red,DISK,AR,7/1/1963 18:00
820,Lincoln,Red,OTHER,MO,7/1/1963 21:00
821,Lincoln,Red,OTHER,MO,7/1/1963 21:12
822,Tucson,Red,OTHER,AZ,7/2/1963 19:30
823,East Vassalboro,ORANGE,TRIANGLE,ME,7/3/1963 21:00
824,Evanston,Red,DISK,IL,7/10/1963 20:00
825,Albert Lea,BLUE,OVAL,MN,7/11/1963 20:00
826,Hornell,Red,LIGHT,NY,7/14/1963 21:30
827,Mantua,Red,CIRCLE,NJ,7/15/1963 0:00
828,Weingarten,Red,DISK,MO,7/15/1963 0:00
829,Kimberling City,Red,DISK,MO,7/15/1963 10:30
830,Great Lakes,Red,DISK,IL,7/15/1963 18:00
831,Great Lakes,Red,CIRCLE,IL,7/15/1963 21:00
832,Virginia Beach,Red,CIRCLE,VA,7/15/1963 21:00
833,Oklahoma City,Red,LIGHT,OK,7/15/1963 22:00
834,Santa Ana,Red,LIGHT,CA,7/15/1963 22:30
835,Portland,Red,SPHERE,OR,7/15/1963 23:00
836,Boston,Red,TRIANGLE,MA,7/17/1963 9:00
837,Tupelo,Red,DISK,MS,7/20/1963 19:30
838,Amsterdam,Red,DISK,NY,8/1/1963 2:00
839,Compton,Red,LIGHT,CA,8/1/1963 22:00
840,Wenatchee,Red,FORMATION,WA,8/1/1963 22:00
841,Fresno,Red,OTHER,CA,8/10/1963 22:00
842,Riverside,Red,DISK,OH,8/12/1963 21:00
843,Claycomo,Red,LIGHT,MO,8/15/1963 6:00
844,Camas,Red,LIGHT,WA,8/20/1963 2:30
845,Broadalbin,Red,LIGHT,NY,8/23/1963 22:00
846,Belchertown,BLUE,LIGHT,MA,8/25/1963 22:00
847,New York City,Red,CIRCLE,NY,10/3/1963 21:00
848,Millington,Red,DISK,NJ,10/4/1963 0:00
849,Prince George,Red,DISK,VA,10/4/1963 19:10
850,Laurel,Red,OVAL,MS,10/9/1963 21:30
851,Danville,Red,DISK,IN,10/20/1963 19:00
852,Engelwood Cliffs,Red,LIGHT,NJ,11/1/1963 0:00
853,Rome,Red,OVAL,GA,12/10/1963 23:00
854,El Cerrito,Red,FIREBALL,CA,1/10/1964 20:00
855,Omaha,Red,SPHERE,NE,1/25/1964 20:30
856,Bristow,Red,LIGHT,OK,3/1/1964 20:00
857,Cherry Valley,Red,CIRCLE,CA,3/29/1964 21:00
858,Fries,Red,CYLINDER,VA,3/30/1964 13:00
859,Miami,Red,OTHER,FL,4/3/1964 18:00
860,Valley Station,Red,OTHER,KY,4/15/1964 19:00
861,Bancroft,Red,LIGHT,MI,4/15/1964 20:30
862,Seattle,Red,DISK,WA,4/15/1964 22:00
863,Orangevale,Red,LIGHT,CA,5/1/1964 22:00
864,Rangely,Red,LIGHT,CO,5/5/1964 1:00
865,Pineville,Red,LIGHT,KY,5/10/1964 2:00
866,Hardwick,Red,DISK,VT,5/15/1964 10:15
867,Texarkana,Red,DISK,AR,5/15/1964 12:00
868,Covina,Red,CIGAR,CA,5/15/1964 15:00
869,Covina,Red,CIGAR,CA,5/15/1964 15:00
870,Walden,Red,CIGAR,VT,5/15/1964 19:30
871,Cave Springs,Red,LIGHT,GA,5/16/1964 8:00
872,Haltom City,Red,LIGHT,TX,6/1/1964 4:30
873,Sallisaw,Red,LIGHT,OK,6/1/1964 15:00
874,Butler,Red,LIGHT,PA,6/1/1964 16:00
875,Los Angeles,Red,DISK,CA,6/1/1964 20:00
876,North Yakima,BLUE,CIRCLE,WA,6/1/1964 21:30
877,New York City,Red,DISK,NY,6/5/1964 10:00
878,Baltimore,Red,SPHERE,MD,6/9/1964 21:00
879,Montrose,BLUE,LIGHT,CO,6/10/1964 3:00
880,Chicago,ORANGE,CIRCLE,IL,6/10/1964 22:00
881,Auburndale,Red,CIRCLE,MA,6/11/1964 20:15
882,Dedham,Red,CIRCLE,MA,6/11/1964 21:40
883,Reno,Red,DISK,NV,6/14/1964 13:00
884,Winnamucca,Red,LIGHT,NV,6/15/1964 1:00
885,Miami,Red,LIGHT,FL,6/15/1964 6:00
886,Great Falls,Red,SPHERE,MT,6/15/1964 11:00
887,Tulsa,Red,CIRCLE,OK,6/15/1964 13:00
888,Milan,RED,SPHERE,TN,6/15/1964 21:00
889,Anchorville,Red,DISK,MI,6/15/1964 21:30
890,Marble Falls,Red,LIGHT,TX,6/15/1964 22:00
891,Destrehan,Red,LIGHT,LA,6/15/1964 23:00
892,Tucson,Red,TRIANGLE,AZ,6/19/1964 20:00
893,Thompson,Red,DISK,GA,6/22/1964 14:00
894,Alexandria,RED,DISK,VA,6/28/1964 21:00
895,Atlanta,Red,VARIOUS,GA,6/29/1964 21:50
896,Ontonagon,Red,RECTANGLE,MI,6/30/1964 1:00
897,Hoquiam,Red,OTHER,WA,6/30/1964 14:00
898,Ft. Wayne,Red,TRIANGLE,IN,6/30/1964 18:00
899,Lewistown,Red,OTHER,IL,6/30/1964 21:30
900,Paloma,ORANGE,OTHER,CA,6/30/1964 22:00
901,Laurel Springs,Red,OTHER,NJ,7/1/1964 12:00
902,Omaha,Red,DISK,NE,7/1/1964 20:00
903,Wautoma,Red,LIGHT,WI,7/7/1964 21:30
904,no data,Red,LIGHT,PA,7/8/1964 0:00
905,Chicago,Red,DISK,IL,7/9/1964 22:30
906,Defiance,Red,LIGHT,OH,7/10/1964 22:00
907,Drew,Red,CIRCLE,OR,7/12/1964 12:00
908,Hamilton,RED,OVAL,MT,7/14/1964 13:00
909,Dayton,Red,DISK,OH,7/15/1964 8:00
910,Brunswick,Red,FORMATION,GA,7/15/1964 12:00
911,Washington,Red,OTHER,MO,7/15/1964 15:00
